cidade_01,nome,id.x,meio,regiao_metropolitana.x,uf.x,estado01,regiao01,pais.x,fonte,name,about,category,description,general_info,likes,link,city,state,country,latitude,longitude,talking_about_count,username,website,,
ARARANGUÁ,SUL CATARINENSE,id2889,Jornal,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Universidade do Extremo Sul Catarinense,NA,College & University,"A Universidade do Extremo Sul Catarinense é uma universidade comunitária, localizada no município de Criciúma, no sul de Santa Catarina. Atua através do ensino, pesquisa e extensão em diversas áreas do conhecimento. Foi a primeira instituição de nível superior a ser implantada no sul do estado de Santa Catarina. O atual reitor da Unesc é o professor doutor Gildo Volpato, eleito em 2009 pela comunidade acadêmica e reeleito em 2013.Em 2016, a Unesc foi classificada pelo RUF como a melhor universidade catarinense não pública no quesito pesquisa. Já em nível nacional, no mesmo segmento, a Unesc é a sexta melhor universidade brasileira entre as não públicas. A Unesc também apareceu no Censo de Educação Superior do MEC 2015, em primeiro lugar no quesito internacionalização entre as Instituições de Ensino Superior privadas do Sul do Brasil .Em 2016, o MEC considerou os cursos da Unesc como de excelência - a maioria deles cursos recebeu notas 4 ou 5, de um máximo possível de 5 no CC . Este conceito é a nota final de qualidade dada pelo MEC aos cursos de graduação das Instituições de Ensino Superior no Brasil e leva em consideração diversos pontos, como processo de aprendizagem, estrutura e qualificação dos professores.A Unesc possui um Parque Científico e Tecnológico, o Iparque, que atende organizações do setor público e privado com serviços de pesquisa e análise de qualidade. Integra cinco institutos, que englobam laboratórios de análises ambientais, de alimentos, engenharia e tecnologia, pesquisa socioeconômica, tecnologia educacional, além da incubadora de ideias e negócios, para novos empreendedores.",NA,2304,https://www.facebook.com/pages/Universidade-do-Extremo-Sul-Catarinense/105973082767121,Criciúma,SC,Brazil,-28.701302,-49.408359,0,NA,http://www.unesc.net/,,
VARGINHA,SUL DE MINAS,id1150,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,TV Alterosa - Sul de Minas,"TV Alterosa Sul e Sudoeste de Minas, afiliada do SBT em Minas. Área de cobertura: 138 municípios. Whatsapp 35 99802-6646. producao.jornal@alterosa.com.br",TV Channel,NA,NA,108326,https://www.facebook.com/tvalterosasuldeminas/,NA,NA,NA,NA,NA,7318,tvalterosasuldeminas,http://facebook.com/tvalterosasuldeminas,,
JAGUARUNA,SUL EM FOCO,id3047,Jornal,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Sul em Foco,"Sul em Foco, o site que trás as noticias de toda a região sul!",Journalist,NA,NA,1602,https://www.facebook.com/sulemfoco/,NA,NA,NA,NA,NA,2,sulemfoco,http://www.sulemfoco.com,,
LAURO MULLER,SUL IN FOCO,id2845,Online,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Sul in Foco,Sul in Foco - Portal de Notícias,Media/News Company,NA,NA,87308,https://www.facebook.com/sulinfoco/,NA,NA,NA,NA,NA,6985,sulinfoco,http://www.sulinfoco.com.br,,
RIO DE JANEIRO,SULAMERICA PARADISO,id1960,Online,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,SulAmérica Paradiso,"95,7 FM. Muito mais pra você. WhatsApp: (21) 99667-9119. www.sulamericaparadiso.com.br",Radio Station,"SulAmérica Paradiso. A rádio que marca o encontro do bom gosto com o bom clima. Da qualidade musical com a qualidade de vida. Da música com a informação. Das dicas dos nossos colunistas com as dicas de trânsito e saúde. No mesmo dial, na mesma sintonia fina que conquistou o ouvido e o coração dos cariocas.



",NA,43718,https://www.facebook.com/sulamericaparadiso/,Rio de Janeiro,RJ,Brazil,-22.91446,-43.16705,3934,sulamericaparadiso,www.sulamericaparadiso.com.br,,
BELO HORIZONTE,SUPER NOTICIA,id755,Online,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,Secom/PR,Super Notícia,"Perfil no Facebook do Super Notícia, jornal mais vendido do Brasil. Sua sede fica em Belo Horizonte, Minas Gerais, Brasil.",Media/News Company,NA,NA,48158,https://www.facebook.com/jornalsupernoticia/,NA,NA,NA,NA,NA,1422,jornalsupernoticia,http://www.otempo.com.br/super-noticia,,
BELO HORIZONTE,SUPER NOTÍCIA,id849,Jornal,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,Secom/PR,Super Notícias,"Aqui Você Encontra Curiosidades, Entretenimento e as Últimas Notícias",Community,NA,NA,1848,https://www.facebook.com/suppernoticias/,NA,NA,NA,NA,NA,8,suppernoticias,http://www.suppernoticias.vai.la,,
ARACAJU,SUPER POPULAR,id3221,Jornal,n/d,SE,Sergipe,NE,Brasil,Secom/PR,Super Popular,"Saúde, medicamentos",Pharmacy / Drugstore,NA,NA,420,https://www.facebook.com/SuperPopularCandoi/,Candói,PR,Brazil,-25.57028,-52.0561099,4,SuperPopularCandoi,NA,,
SÃO PAULO,SUPER SURF,id3391,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Super Surf Shop,"A loja mais completa com produtos exclusivos e melhor atendimento
Av: Santa Catarina nº1929 - Shopping da Villa loja 23/30  São Paulo
tel: 11 29251855",Clothing Store,NA,NA,7850,https://www.facebook.com/supersurfshop/,São Paulo,SP,Brazil,-23.6513002,-46.6593609,13,supersurfshop,em construção,,
CURITIBA,SUPERDOWNLOADS,id1537,Online,RM Curitiba,PR,Paraná,S,Brasil,Secom/PR,superdownload,Site de Variedades..,Movie,NA,NA,7686,https://www.facebook.com/Superdownloads/,NA,NA,NA,NA,NA,8,Superdownloads,http://www.superdownload.us,,
SÃO PAULO,SUPERINTERESSANTE,id3735,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Revista Superinteressante,Página oficial da Superinteressante ;),Media/News Company,NA,NA,4074386,https://www.facebook.com/Superinteressante/,NA,NA,NA,NA,NA,140119,Superinteressante,www.superinteressante.com.br ,,
PORTO ALEGRE,SUPERPLAYER,id2388,Online,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Superplayer,Converse com nossa página e descubra playlists incríveis. Dúvidas: http://bit.ly/centralsuperajuda ,App Page,"O Superplayer é um serviço de recomendação musical, onde você encontra centenas de playlists criadas por especialistas e organizadas por gêneros musicais, atividades do dia-a-dia e estados de espírito. Baixe nosso app: www.superplayer.fm/Site/app",NA,204121,https://www.facebook.com/SuperplayerBR/,NA,NA,NA,NA,NA,3444,SuperplayerBR,https://www.superplayer.fm,,
RIO DE JANEIRO,SURFAR,id1965,Online,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,Revista Surfar,"Revista Surfar agora em todo o Brasil. 
--Site: http://surfar.com.br/
--Instagram: http://instagram.com/surfar
",Magazine,"Muito além de uma revista, surfar é o nosso estilo de vida.",NA,179593,https://www.facebook.com/surfaroficial/,Rio de Janeiro,RJ,Brazil,NA,NA,1830,surfaroficial,http://surfar.com.br,,
RECIFE,SURFGURU,id1467,Online,RM Recife,PE,Pernambuco,NE,Brasil,Secom/PR,SurfGuru Brasil,O Surfguru é um portal que tem como missão principal fornecer a melhor previsão de ondas e vento.,Website,"O Surfguru é um portal que tem como missão principal fornecer a melhor previsão de ondas e vento para o surf, kite, bodyboard, wind, vela, mergulho, pesca oceânica, dentre outros esportes e atividades marítimas, que necessitam para a sua prática de uma boa previsão das condições do mar e do vento.",NA,44137,https://www.facebook.com/SurfGuruBrasil/,NA,NA,NA,NA,NA,168,SurfGuruBrasil,www.surfguru.com.br,,
PALMAS,T1 NOTÍCIAS,id4834,Online,n/d,TO,Tocantins,N,Brasil,Secom/PR,Portal T1 Notícias,NA,Local Business,NA,NA,59,https://www.facebook.com/pages/Portal-T1-Not%C3%ADcias/228495524025600,Palmas,TO,Brazil,-10.1780782,-48.3163657,0,NA,NA,,
FERNANDÓPOLIS,TA NA MAO,id4148,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Tá na Mão Bar e Petiscaria,"Música ao vivo de quinta a domingo
Promoções todos os dias
Cartões Visa e Master
Cervejas mofadas
Caranguejo
Caldos
Espetos
Petiscos
Transmissão de jogos
",Brewery,NA,NA,3927,https://www.facebook.com/Tá-na-Mão-Bar-e-Petiscaria-450699238408387/,Natal,RN,Brazil,-5.86759,-35.202,58,NA,https://www.instagram.com/tanamaobarepetiscaria/,,
SÃO PAULO,TABOOLA BRASIL,id3677,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Taboola Brasil,NA,Internet Marketing Service,NA,NA,2,https://www.facebook.com/pages/Taboola-Brasil/290873181365317,São Paulo,SP,Brazil,-23.58033,-46.68209,0,NA,NA,,
BRASÍLIA,TAGUACEI,id350,Jornal,RIDE DF,DF,Distrito Federal,CO,Brasil,Secom/PR,Jornal TaguaCei,"O Jornal de Taguatinga e Ceilândia, TaguaCei, levando notícias, acontecimentos e atualidades sobre tudo o que acontece na sua cidade.",Media/News Company,NA,NA,510,https://www.facebook.com/jtaguacei/,NA,NA,NA,NA,NA,2,jtaguacei,http://www.jornaltaguacei.com.br,,
TAIOBEIRAS,TAIOBEIRAS INFORMA,id1120,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,NewTec informatica,A mais nova loja de Informatica de Taiobeiras,Computer Company,"Tudo e, Informatica e Tecnologia",NA,92,https://www.facebook.com/NewTec-informatica-238944182832050/,Taiobeiras,MG,Brazil,-15.81385,-42.233115,0,NA,38 9141-1504,,
SÃO PAULO,TAO FEMININO,id3445,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Tão feminino,NA,Design & Fashion,NA,NA,0,https://www.facebook.com/Tão-feminino-410280112722881/,NA,NA,NA,NA,NA,0,NA,NA,,
SALTO,TAPERA,id4455,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jornal Taperá,"Único órgão de imprensa bissemanal da cidade, circulando em Salto e região. Sempre pautando pela imparcialidade, credibilidade e responsabilidade.",Newspaper,"O Taperá surgiu em 21 de abril de 1964 como uma revista semanal. Só depois de 10 anos, no dia 20 de abril de 1974, ele passou a ser um jornal impresso pelo sistema tipográfico. Na década de 80 sofreu a primeira modernização, com a compra de linotipos e impressoras planas.
Mas, por que Taperá? O que é um taperá?
Taperá, segundo o Dicionário Aurélio da Língua Portuguesa é uma ave da família dos passeriformes. “A cor de suas penas é pardo-acinzentada, mais clara na parte inferior, com o meio do peito e o abdome branco. É conhecida também como andorinha-do-campo, major e chabó”.
Esse tipo de andorinha é o símbolo de Salto, pois bandos delas eram vistos ao amanhecer e ao entardecer, quando chegavam ou saiam, depois de passar a noite agarradas nas pedras da cachoeira.
Utilizando a ave-símbolo da cidade como nome, nasceu o jornal Taperá. Os fundadores do jornal foram: Januário Manoel Carola, Edmur Ignácio Sala e Valter Lenzi. Os dois primeiros faleceram em 1974 e 1996, respectivamente. Porém, quando faleceu, Edmur não ocupava mais a direção do jornal, pois se afastou nos primeiros anos de existência.
Atualmente à frente da direção do Jornal Taperá está Valter Lenzi, que é também o editor.
O Jornal Taperá é o único órgão de imprensa bissemanal da cidade, com circulação em Salto e região, sendo líder incontestável tanto em número de assinantes como de venda avulsa e que há 50 anos vem conquistando a preferência do público leitor e dos anunciantes sempre pautando pela imparcialidade, credibilidade, transparência e responsabilidade.",NA,25312,https://www.facebook.com/jornaltapera/,Salto,SP,Brazil,-23.19841,-47.28986,4724,jornaltapera,http://www.tapera.com.br,,
SALTO,TAPERÁ,id5128,Jornal,n/d,SP,São Paulo,SE,Brasil,Atlas da NotÃ­cia,Tapera Taperá,"Biblioteca, livraria e espaço cultural.  ",Library,"Tapera: [do Tupi] - Aldeia abandonada; habitação em ruínas

Taperá: [Zool.]- Taperá é o nome popular de uma ave, o mesmo que andorinha-do-campo. (Taperás fazem ninhos em Taperas.)


",NA,11403,https://www.facebook.com/taperataperah/,São Paulo,SP,Brazil,-23.54647,-46.6427,921,taperataperah,http://www.taperatapera.com.br,,
ITAJAÍ,TAQUI,id3032,Jornal,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Taquirous Fastfood,"TAQ#1  50 metros oeste de la Tienda Arenas en Ciudad Quesada, Alajuela TAQ#2 frente al Hospital San Carlos",Restaurant,NA,NA,58730,https://www.facebook.com/taquirousfastfood/,NA,NA,NA,NA,NA,692,taquirousfastfood,NA,,
SÃO PAULO,TAXI MELHOR,id4586,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Coopermil Rádio Taxi.a Melhor Do Brasil.,NA,Taxi Service,NA,NA,12,https://www.facebook.com/pages/Coopermil-R%C3%A1dio-Taxia-Melhor-Do-Brasil/623943647627546,Goiânia,GO,Brazil,-16.6437104,-49.2938339,0,NA,NA,,
SÃO PAULO,TAZIO,id3769,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,"Tazio Il Biondo ""the italian butterfly""","Free climber, World records holder, TV performer",Artist,NA,NA,24183,https://www.facebook.com/Tazio.Il.Biondo/,NA,NA,NA,NA,NA,219,Tazio.Il.Biondo,www.tazio.it,,
RIO DE JANEIRO,TE CONTEI,id1841,Online,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,Te Contei,NA,Cafeteria,NA,NA,15927,https://www.facebook.com/tecontei/,Gaspar,SC,Brazil,-26.9275892,-48.9525972,1115,tecontei,http://www.teconteilanches.com.br,,
SÃO PAULO,TEADS.TV,id3492,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,<U+D55C><U+AD6D><U+D2F0><U+C988> - Teads.tv,"<U+D2F0><U+C988><U+B294> <U+D504><U+B791><U+C2A4><U+C5D0> <U+BCF8><U+C0AC><U+B97C> <U+B454> <U+AE00><U+B85C><U+BC8C> 1<U+C704><U+C758> Outstream Video <U+AD11><U+ACE0> <U+D68C><U+C0AC><U+B85C><U+C11C> Brand Safety, Viewability, Premium Inventory, Disruptive <U+B3D9><U+C601><U+C0C1> <U+AD11><U+ACE0> <U+D3EC><U+B9F7><U+ACFC> <U+C778><U+D130><U+B799><U+D2F0><U+BE0C> <U+BE44><U+B514><U+C624>, <U+ADF8><U+B9AC><U+ACE0> <U+B2E4><U+C591><U+D55C> <U+B9AC><U+CE58><U+BBF8><U+B514><U+C5B4> Display<U+AD11><U+ACE0> <U+C11C>",Media/News Company,NA,NA,168,https://www.facebook.com/TeadsKorea/,NA,NA,NA,NA,NA,2,TeadsKorea,www.teads.tv,,
CURITIBA,TECMUNDO,id1566,Online,RM Curitiba,PR,Paraná,S,Brasil,Secom/PR,TecMundo,Tecnologia simples para todos.,News & Media Website,"O TecMundo é um dos sites mais acessados de tecnologia do Brasil. Além de notícias, o conteúdo traz vídeos, ilustrações, infográficos, análises e comparações que explicam em miúdos as principais novidades sobre tecnologia de uma maneira simples e descomplicada.",NA,6292700,https://www.facebook.com/tecmundo/,NA,NA,NA,NA,NA,194533,tecmundo,www.tecmundo.com.br,,
AMERICANA,TECNOBLOG,id3224,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Tecnoblog,"Tecnologia que interessa: smartphones, jogos, comportamento, Brasil, redes sociais, hardware, gadgets etc.",Computers & Internet Website,"No ar desde dezembro de 2005, com audiência de mais de 4 milhões de pageviews por mês e 500 mil seguidores agregados nas redes sociais.",NA,238309,https://www.facebook.com/Tecnoblog/,NA,NA,NA,NA,NA,8717,Tecnoblog,https://tecnoblog.net,,
TEIXEIRA DE FREITAS,TEIXEIRA NEWS,id108,Online,n/d,BA,Bahia,NE,Brasil,Secom/PR,Teixeira News,"Bem vindo ao TeixeiraNews no facebook. Notícias com textos, vídeos, fotos e áudios em formato MP3.",News & Media Website,"Site de notícias
Bem vindo ao TeixeiraNews no facebook. Notícias com textos, vídeos, fotos e áudios em formato MP3.",NA,22250,https://www.facebook.com/TeixeiraNewsOficial/,NA,NA,NA,NA,NA,875,TeixeiraNewsOficial,http://teixeiranews.com.br,,
SÃO PAULO,TELA VIVA,id3514,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Tela Viva Tattoo Studio,"""Porque seu corpo não foi feito para testes...""",Tattoo & Piercing Shop,NA,"Procedimentos realizados:
Tatuagens
Piercings
Maquiagem Definitiva
Micropuntura corporal e facial
",4474,https://www.facebook.com/Tela-Viva-Tattoo-Studio-127275064012028/,Batatais,SP,Brazil,-20.8953206,-47.5845679,11,NA,http://www.telavivatattoo.blogspot.com,,
SÃO PAULO,TELE SÍNTESE,id3482,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Tele.Síntese,Site especializado em política econômica de Telecomunicações no Brasil e cobertura das operadoras e do mercado de dispositivos móveis como smartphones e tablets,Media/News Company,NA,NA,6147,https://www.facebook.com/TeleSintese/,São Paulo,SP,Brazil,-14.60484716,-46.40625,695,TeleSintese,http://www.telesintese.com.br https://twitter.com/,,
SÃO PAULO,TELETIME,id3694,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Teletime News,Principal publicação especializada em telecomunicações do Brasil. Leading trade publication devoted to telecom industry in Brazil,Media/News Company,"TELETIME foi a primeira publicação online voltada ao mercado de telecomunicações e Internet no Brasil. Criada em fevereiro de 1998 pelo Grupo Converge, a publicação deu origem a outras, como a Revista TELETIME, editada até 2013, o Atlas Brasileiro de Telecomunicações e outros produtos. Desde sua criação a publicação organiza ainda encontros setoriais próprios e em parceria com associações de mercado. Suas fontes de receita são exclusivamente patrocínio e comercialização dos eventos.
Em 2017, a publicação deixou de ser responsabilidade do Grupo Converge e passou a ser administrada e gerida pelo jornalista Samuel Possebon, idealizador e até então editor da TELETIME.
",NA,7491,https://www.facebook.com/Teletime/,Brasília,DF,Brazil,-15.75111392,-47.88438052,118,Teletime,www.teletime.com.br,,
SÃO PAULO,TEM USADOS,id3455,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Rocha Usados Tem Tudo,Compra Venda Troca  Móveis Usados Semi Novos  Eletrônicos  Eletrodomesticos Informatica Antiguidades e Materiais de Construção,Furniture Store,"Compra Venda Troca de Móveis Usados Semi  Novos Eletrônicos Materiais 

de Construção Objetos Antigos etc
",NA,3349,https://www.facebook.com/MoveisTemTudo/,Bauru,SP,Brazil,-22.33985488,-49.11255598,7,MoveisTemTudo,https://www.facebook.com/armasprotecaopessoal,,
SÃO PAULO,TEMPO AGORA,id3652,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Tempo Agora,- Previsão do Tempo. Aqui falaremos sobre o tempo de vários estados do País. Lembrando que esta página será a única Oficial no Facebook.,Media/News Company,NA,NA,779,https://www.facebook.com/Tempo-Agora-1475481099429436/,NA,NA,NA,NA,NA,17,NA,http://www.facebook/Tempoagora.com,,
